id,name,type_code,is_intervention,is_international
767,Third Burmese War of 1965-1993,4,,True
768,First Uganda War of 1966,5,,False
770,First Guatemala War of 1966-1968,4,,True
771.5,First West Papua War of 1967-1968,5,,False
772,Cultural Revolution phase 1 of 1967,6,,False
775,Biafra War of 1967-1970,5,,False
776,Cultural Revolution phase 2 of 1967-1968,5,,False
776.3,First Chad Rebellion of 1968-1971,4,,True
777,Third Iraqi Kurds War of 1968-1970,5,,False
778,Naxalite Rebellion of 1970-1971,4,,False
780,Black September War of 1970,4,,True
781,Second Guatemala War of 1970-1971,4,,False
782,Pakistan - Bengal War of 1971,5,,True
783,First Sri Lanka-JVP War of 1971,4,,False
785,First Khmer Rouge War of 1971-1975,4,,True
786,First Philippine - Moro War of 1972-1981,5,,False
787,Thai Communist Insurgency of 1972-1973,4,,False
788,Eritrean Split of 1972-1974,7,,False
789,First Burundi War of 1972,4,,False
792,Baluchi Separatists War of 1973-1977,5,,False
793,Chilean Coup of 1973,4,,False
795,Dhofar Rebellion phase 2 of 1973-1975,5,,True
797,Fourth Iraqi  Kurds War of 1974-1975,5,,True
798,Eritrean War of 1975-1979,5,,True
800,Argentine Leftists War of 1975-1976,4,,False
801,Second Lebanese War of 1975-1976,7,,True
803,Second Laotian War of 1976-1979,5,,True
804,Angolan Control War of 1976-1991,4,,True
804.5,Rhodesia War of 1976-1979,4,,False
805,Second Ogaden War phase 1 of 1976-1977,5,,True
805.3,Anti-Nimeiry Revolt of 1976,4,,False
806,East Timorese War phase 3 of 1976-1979,5,,False
806.3,Second West Papua War of 1977-1978,5,,False
806.8,Chad - FAP War of 1977-1978,4,,True
807,Third Lebanese War of 1978,7,,True
808,Second Ogaden War phase 3 of 1978-1980,5,,True
809,Saur Revolution of 1978,4,,False
810,Zaire-FNLC War of 1978,4,,True
811,Third Guatemala War of 1978-1983,4,,False
812,Mujahideen Uprising of 1978-1980,4,,True
815,Sandinista Rebellion of 1978-1979,4,,False
815.5,Iranian Islamic Revolution of 1978-1979,4,,False
816,Anti-Khomeini Coalition War of 1979-1983,4,,False
817,El Salvador War of 1979-1992,4,,False
820,Chad - FAN War of 1980-1984,5,,True
823,Nigeria - Muslim War of 1980-1981,5,,False
824,First Philippines - NPA War of 1981-1992,4,,False
825,Mozambique War of 1981-1992,4,,True
826,Tigrean & Eritrean War of 1982-1991,5,,False
826.5,Hama Uprising of 1982,4,,False
828,Contra War of 1982-1988,4,,False
828.3,Uganda-NRA War of 1982-1986,4,,False
829,Shining Path War of 1982-1992,4,,False
833,Fourth Lebanese War of 1983-1984,4,,True
834,Second South Sudan War of 1983-2002,4,,True
835,First Sri Lanka Tamil War of 1983-1987,5,,False
837,Indian Golden Temple War of 1984,5,,False
838, First Turkish Kurds War of 1984-1986,5,,False
840,Fifth Iraqi  Kurds War of 1985-1988,5,,True
842,South Yemen War of 1986,4,,False
843,Holy Spirit Movement War of 1986-1987,4,,False
845,Second Sri Lanka-JVP War of 1987-1989,4,,False
845.5,Fourth Guatemala of 1987 to 1990,4,,False
846,Inkatha-ANC War of 1987-1994,7,,False
848,First Somalia War of 1988-1991,4,,False
849,FARC/ELN War of 1988-present,4,,False
850,Fifth Lebanese War of 1989-1990,4,,True
851,Second Afghan Civil War of 1989-1992,4,,False
852,Chad - Deby War of 1989-1990,4,,False
853,Punjab Rebellion of 1989-1993,5,,False
854,Second Khmer Rouge War of 1989-1991,4,,False
856,Romanian War of 1989,4,,False
857,First Liberian War of 1989-1990,4,,True
858,First Aceh War of 1990-1991,5,,False
859,Second Sri Lanka Tamil War of 1990-2001,5,,False
860,Bougainville Secessionist War of 1990-1991,5,,False
862,Iraqi Shiite Rebellion of 1991,4,,False
862.1,Sixth Iraqi Kurds War of 1991,5,,False
863,First Sierra Leone War of 1991-1996,4,,True
864,Croatian Independence War of 1991-1992,5,,False
865,Turkey-PKK War of 1991-1999,5,,False
865.8,Second Somalia War of 1991-1997,4,,True
866,SPLM/A Division (Dinka-Nuer) War of 1991-1992,7,,False
868,Jukun - Tiv War of 1991-1992,7,,False
871,Georgia War of 1991-1993,4,,False
872,Nagorno-Karabakh War of 1991-1993,5,,True
873,Dniestrian Independence War of 1991-1992,5,,True
874,Kashmir Insurgency of 1992-2005,5,,False
874.5,First Somaliland War of 1992,7,,False
875,Algeria's Islamic Front War of 1992-2002,4,,False
876,Tajikistan War of 1992-1997,4,,True
877,Bosnian-Serb Rebellion of 1992-1995,5,,True
877.5,Afghanistan Post-Communist War of 1992-2001,4,,False
878,Abkhazia Revolt of 1992-1994,5,,True
879,Second Liberian War of 1992-1996,4,,True
880,Angolan War of the Cities of 1992-1994,4,,False
881,Third Khmer Rouge War of 1993-1998,4,,False
882,Masisi War of 1993,7,,False
883,Second Burundi War of 1993-1998,4,,False
885,South Yemeni Secessionist Revolt of 1994,5,,False
886,Second Rwanda War of 1994,4,,False
887,First Iraqi Kurds Internecine War of 1994-1995,7,,False
887.5,Second Somaliland War of 1994 to 1995,7,,False
888,First Chechnya War of 1994-1996,5,,False
891,Croatia-Krajina War of 1995,5,,False
893,Seventh Iraqi Kurds War of 1996,5,,False
895,Zaire - AFDL War of 1996-1997,4,,True
896,Third Rwanda War of 1997-1998,4,,False
897,First Congo-Brazzaville War of 1997,4,,True
897.5,Second Iraqi Kurds Internecine War of 1997,7,,False
898,Second Sierra Leone War of 1998-2000,4,,True
900,Kosovo Independence War of 1998-1999,5,,False
902,Guinea-Bissau Military War of 1998-1999,4,,True
905,Africa's World War of 1998-2002,4,,True
906,Chad-Togoimi Revolt of 1998-2000,4,,False
907,Third Angolan War of 1998-2002,4,,True
908,Second Congo-Brazzaville War of 1998-1999,4,,True
910,Maluku War of 1999-2002,7,,False
912,Second Aceh War of 1999-2004,5,,False
913,Oromo Liberation War of 1999,5,,False
915,Second Chechen War of 1999-2003,5,,False
916,Second Philippine-Moro War of 2000-2001,5,,False
917,Guinean War of 2000-2001,4,,False
918,Third Burundi War of 2001-2003,4,,True
920,Fourth Rwanda War of 2001,4,,False
921,Nepal Maoist Insurgency of 2001-2006,4,,False
922,Liberia-LURD War of 2002-2003,4,,False
925,Cote d'Ivoire Military War of 2002-2003,4,,True
926,Third Philippine-Moro War of 2003,5,,False
927,Darfur Rebellion of 2003-2006,5,,False
932,First Waziristan War of 2004-2006,5,,True
933,Second Nigeria Christian - Muslim War of 2004,7,,False
935,First Al-Houthi Rebellion of 2004-2005,4,,False
936,Second Philippine - NPA War of 2005-2006,4,,False
937,Chad-United Opposition War of 2005-2008,4,,True
940,Third Sri Lanka Tamil War of 2006-2009,5,,False
940.8,Third Somalia War of 2006-2012,4,,True
941,Second Al-Houthi Rebellion of 2007-2008,4,,False
942,Second Waziristan War of 2007-present,5,,True
971,Iraqi Sunni Revolt of 2010-2014,4,,True
973,Second Cote d'Ivoire War of 2011,4,,True
976,Libyan Civil War of 2011,4,,True
978,Sudan Revolutionary Front Rebellion of 2011-present,4,,False
979,Syrian Arab Spring War of 2011 to present,4,,True
980,Kachin Rebellion of 2011-2013,5,,False
985,North Mali War of 2012-2013,5,,True
990,Central African Republic War of 2012-2013,4,,True
990.4,Boko Haram in Nigeria of 2013 - present,4,,True
991,South Sudan War of 2013 to present,4,,True
991.4,Afghan-Taliban War of 2014-ongoing,4,,True
991.5,ISIS-al Nusra Front War of 2014,7,,False
992,Third Al-Houthi Rebellion of 2014-present,4,,False
992.5,Somali-Al-Shabaab war of 2014-present,4,,True
993,Donbas War of 2014-present,5,,True
994,Second Libyan Civil War of 2014-present,4,,False
997,Rada'a War of 2014-present,7,,False
300,Allied Bombardment of Algiers,3,True,
301,Ottoman-Wahhabi,3,False,
302,Liberation of Chile,2,False,
303,First Bolivar Expedition,2,False,
304,Mexican Independence,2,False,
305,British-Kandyan,2,False,
306,British-Maratha,2,False,
307,Ottoman Conquest of Sudan,3,False,
308,Second Bolivar Expedition,2,False,
309,Turco-Persian,3,False,
310,First British-Burmese,3,False,
311,First British-Ashanti,3,False,
312,Liberation of Peru,2,False,
313,Dutch - Javanese,2,False,
314,British-Bharatpuran,2,False,
315,Brazil-Argentine,3,False,
316,Russo-Persian,3,False,
317,Spanish Reconquest of Mexico,3,False,
319,French Occupation of Algiers,3,False,
320,Ottoman-Bilmez-Asiri War,3,False,
321,First British-Zulu,3,False,
322,First British-Afghan,3,False,
323,First Opium,3,False,
324,First Franco-Algerian,3,False,
325,Peru-Bolivian,3,False,
326,British-Sind,3,False,
327,Uruguay War,3,True,
329,Gwalior,3,False,
330,Franco-Moroccan,3,False,
331,First British-Sikh,3,False,
332,Cracow Revolt,3,True,
333,First British-Xhosa,3,False,
334,First Dutch-Bali,3,False,
335,Second British-Sikh,3,False,
336,Chinese Pirates,3,False,
337,Second British-Xhosa,2,False,
338,Ottoman-Yam,3,False,
339,Second British-Burmese,3,False,
340,French-Tukulor War,3,False,
341,British-Santal,2,False,
342,Hodeida Seige,2,False,
343,Second Opium,3,True,
345,French Conquest of Kabylia,2,False,
347,Indian Mutiny,2,False,
349,First Franco-Vietnamese,3,False,
350,Netherlands-Bone,3,False,
351,Argentine-Buenos Aires,3,False,
352,Garibaldi Expedition,3,False,
353,Spanish-Santo Dominican,2,False,
355,British-Maori,2,False,
356,Shimonoseki War,3,True,
357,British Umbeyla Campaign,3,False,
359,Russian-Kokand,3,False,
360,British-Bhutanese,3,False,
361,Russian-Bukharan,3,False,
362,British-Ethiopian,3,False,
363,First Spanish-Cuban,2,False,
364,Attack on Bahr el-Ghazal,3,False,
365,Ottoman Conquest of Arabia,3,False,
366,Second Franco-Algerian,2,False,
367,Second British-Ashanti,3,False,
369,Second Franco-Vietnamese,3,False,
370,First Dutch-Achinese,3,False,
371,Kokand Rebellion,3,False,
372,Egyptian-Ethiopian,3,False,
373,Serbian-Turkish,3,False,
374,Third British-Xhosa,2,False,
375,Egypt-Sudanese Slavers,3,False,
376,Russo-Turkoman,3,False,
377,Austrian-Bosnian,3,False,
379,Second British-Afghan,3,False,
380,Second British-Zulu,3,False,
381,Gun War,2,False,
382,First Boer War,2,False,
383,Franco-Tunisian,3,False,
384,First British-Mahdi,2,True,
385,Third Franco-Vietnamese,3,True,
386,First Franco-Madagascan,3,False,
387,Third British-Burmese,3,False,
389,French-Mandinka,3,False,
390,Russo-Afghan,3,False,
391,Serbian-Bulgarian,3,False,
392,First Italian-Ethiopian,3,False,
393,Zambezi Conquest,3,False,
394,First Franco-Dahomeyan,3,False,
395,Franco-Jolof,3,False,
396,Second Franco-Dahomeyan,3,False,
397,Belgian-Tib,3,False,
398,Third British-Ashanti,3,False,
399,Melilla War,3,False,
400,Mahdist-Italian,3,False,
401,Second Franco-Madagascan,3,False,
402,Second Dutch-Bali,3,False,
403,Portuguese-Gaza Empire,3,False,
404,Second Spanish-Cuban,2,False,
405,Japan-Taiwanese,2,False,
406,Mazrui Rebellion,3,False,
407,Second Italian-Ethiopian,3,False,
409,Second British-Mahdi,3,False,
410,Spanish-Philippine,2,False,
411,British-South Nigerian,3,False,
412,British-Pathan,2,False,
413,Hut Tax,2,False,
414,American-Philippine,2,False,
415,French Conquest of Chad,3,False,
416,Second Boer War,3,False,
417,Last Ashanti War,3,False,
419,Somali Rebellion,2,True,
420,Bailundu Revolt,3,False,
421,Kuanhama Rebellion,3,False,
422,British Conquest of Kano & Sokoto,3,False,
423,South West African Revolt,2,False,
424,Second Dutch-Achinese,2,False,
425,Younghusband Expedition,3,False,
426,Maji-Maji Revolt,2,False,
427,Sokoto Uprising,2,False,
429,Third British-Zulu,2,False,
430,Dembos War,3,False,
431,Anti-Foreign Revolt,3,False,
432,Japan-Korean Guerrillas,2,False,
433,French Conquest of Wadai,3,False,
434,French-Berber,2,False,
435,First Sino-Tibetan,2,False,
436,Moroccan Berber,2,True,
437,Moro Rebellion,2,False,
440,Second Sino-Tibetan,3,False,
441,Caco Revolt,2,False,
442,Third British-Afghan,3,False,
443,First British-Waziristan,3,False,
444,Franco-Syrian,3,False,
445,Iraqi-British,2,False,
446,Conquest of Mongolia,3,True,
447,Italian-Sanusi,2,False,
449,Rif Rebellion,2,True,
450,Moplah Rebellion,2,False,
451,Franco-Druze,2,False,
452,Yen Bai Uprising,2,False,
453,Saya San's Rebellion,2,False,
454,British-Palestinian,2,False,
455,Second British-Waziristan,3,False,
456,Indonesian,2,True,
457,French-Indochina,2,False,
459,Third Franco-Madagascan,2,False,
460,Malayan Rebellion,2,False,
461,Indo-Hyderabad,3,False,
462,Third Sino-Tibetan,3,False,
463,Franco-Tunisian,2,False,
464,British-Mau Mau,2,False,
465,Moroccan Independence,2,False,
466,Third Franco-Algerian,2,False,
467,French-Cameroon,2,False,
469,Angolan-Portuguese,2,False,
471,Mozambique-Portuguese,2,False,
472,"East Timorese, Phase 2",3,False,
473,Namibian,2,False,
474,Western Saharan,3,True,
475,Khmer Insurgency,3,True,
476,Soviet Quagmire,3,True,
477,First PKK in Iraq,3,False,
479,Second PKK in Iraq,3,False,
480,Al Aqsa Intifada,2,False,
481,Afghan Resistance,3,True,
482,Iraqi Resistance,3,True,
1500,First Maori Tribal War,8,,
1501,Shaka Zulu-Bantu War,8,,
1502,Burma-Assam War,8,,
1503,Buenos Aires War,8,,
1505,Second Maori Tribal War,8,,
1506,Siam-Kedah War,8,,
1508,China-Kashgaria War,8,,
1509,Mexico-Yaqui Indian War,8,,
1510,Central American Confederation War,8,,
1511,Viang Chan- Siamese War,8,,
1512,Peru-Gran Colombia War,8,,
1513,Argentine War for Unity,8,,
1514,Sayyid Said War,8,,
1515,China-Kokand War,8,,
1516,Siam-Cambodia-Vietnam War,8,,
1518,Argentina-Ranqueles Indian War,8,,
1520,Bolivia Conquest of Peru,8,,
1521,Boer-Matabele War,8,,
1523,Dissolution of the Bolivia-Peru Confederation,8,,
1524,Persian Siege of Heart,8,,
1525,Boer-Zulu War,8,,
1527,Anti-Rosas War,8,,
1528,Dissolution of  the Central American Confederation,8,,
1530,Dogra-Tibet War,8,,
1531,First Haiti-Santo Domingo War,8,,
1533,War of  Seven Khojas,8,,
1534,Taiping Rebellion Phase 1,8,,
1535,First Tukulor War,8,,
1536,Kashmir-Dards of Chilas War,8,,
1537,Han-Miao War Phase 1,8,,
1538,Second Haiti-Santo Domingo War,8,,
1539,Han-Nien War,8,,
1540,Filibuster War,8,,
1541,Han-Panthay War Phase 1,8,,
1542,First Zulu Internecine War,8,,
1543,Kucha and Khoja Uprising,8,,
1544,First Boer-Basuto War,8,,
1545,First Ethiopian War,8,,
1546,Second Tukulor War,8,,
1548,Transvaal War,8,,
1550,Central American War,8,,
1551,First Australian Aboriginal War,8,,
1552,Second Boer-Basuto War,8,,
1553,Second Ethiopian War,8,,
1554,Uruguay Colorados-Blancos War,8,,
1556,Second Zulu Internecine War,8,,
1557,Oman-Ibadi War,8,,
1558,Second Australian Aboriginal War,8,,
1559,Ethiopia-Mahdi War,8,,
1560,German East Africa Company War,8,,
1561,Rabih Zubayr-Bornu War,8,,
1567,First Nejd-Hejaz War,8,,
1568,Second Nejd-Hejaz War,8,,
1570,Partition Communal War,8,,
1571,Hyderabad War,8,,
1572,Palestine War,8,,
1573,Cheju Rebellion,8,,
1574,Rwandan Social Revolution,8,,
1577,Dhofar Rebellion Phase 1,8,,
1581,Angola Guerilla War,8,,
1582,East Timorese War Phase 1,8,,
1594,Hemda-Lendu War,9,,
